Pig,Plate,WellPosition,SampleName,Group,Group2,Replicate,Treatment,Treatment2,Timepoint,Time ,CT,CtMean,CtSD,Quantity,QuantityMean,QuantitySD,TotalBacteria,TotalMeanBacteria,WellPositionP,SampleNameP,CTp,CtMeanP,CtPSD,QuantityP,QuantityMeanP,QuantitySDP,ViableBacteria,ViableMeanBacteria,DeltaCT,PercentLive
3,Plate-4,B19,W-06-3,Water-6hr,Water-6hr,3,Water,Water,6hr,6.00,17.68,17.73,0.14,1510.30,1442.89,162.62,9061823.29,8657349.67,B22,Wp-6-3,18.55,18.18,0.52,751.74,1008.52,425.16,4510467.78,6051134.61,0.45,0.70
3,Plate-4,B20,W-06-3,Water-6hr,Water-6hr,3,Water,Water,6hr,6.00,17.90,17.73,0.14,1264.91,1442.89,162.62,7589445.82,8657349.67,,Wp-6-4\3,,,,,,,,,,
3,Plate-4,I6,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,16.26,16.23,0.10,4675.35,4802.15,410.20,28052073.60,28812896.42,I9,Wp-12-1,16.54,16.62,0.22,3758.50,3516.43,886.20,22550976.03,21098573.76,0.39,0.73
3,Plate-4,I7,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,16.11,16.23,0.10,5274.98,4802.15,410.20,31649875.33,28812896.42,I10,Wp-12-1,16.45,16.62,0.22,4014.57,3516.43,886.20,24087394.06,21098573.76,0.39,0.73
3,Plate-4,I8,W-12-1,Water-12hr,Water-12hr,1,Water,Water,12hr,12.00,16.31,16.23,0.10,4490.27,4802.15,410.20,26941635.82,28812896.42,I11,Wp-12-1,16.87,16.62,0.22,2881.73,3516.43,886.20,17290390.67,21098573.76,0.39,0.73
3,Plate-4,J6,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,17.38,17.71,0.62,1911.19,1476.30,653.04,11467154.15,8857822.00,J9,Wp-12-2,17.50,18.24,0.83,1739.50,960.95,634.26,10437015.35,5765685.99,0.54,0.65
3,Plate-4,J7,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,18.42,17.71,0.62,835.53,1476.30,653.04,5013185.39,8857822.00,J10,Wp-12-2,18.09,18.24,0.83,1082.47,960.95,634.26,6494798.90,5765685.99,0.54,0.65
3,Plate-4,J8,W-12-2,Water-12hr,Water-12hr,2,Water,Water,12hr,12.00,17.32,17.71,0.62,2014.94,1476.30,653.04,12089611.41,8857822.00,J11,Wp-12-2,19.13,18.24,0.83,471.26,960.95,634.26,2827555.17,5765685.99,0.54,0.65
3,Plate-4,K6,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,15.49,15.94,0.53,8680.62,6038.37,2448.86,52083740.11,36230199.94,K9,Wp-12-3,15.42,15.99,0.59,9196.93,5839.54,4912.65,55181587.00,35037216.96,0.04,0.97
3,Plate-4,K7,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,15.82,15.94,0.53,6662.59,6038.37,2448.86,39975522.37,36230199.94,K10,Wp-12-3,15.95,15.99,0.59,6011.09,5839.54,4912.65,36066535.65,35037216.96,0.04,0.97
3,Plate-4,K8,W-12-3,Water-12hr,Water-12hr,3,Water,Water,12hr,12.00,16.52,15.94,0.53,3806.84,6038.37,2448.86,22841021.56,36230199.94,K11,Wp-12-3,16.59,15.99,0.59,3601.96,5839.54,4912.65,21611740.39,35037216.96,0.04,0.97
3,Plate-4,J12,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,14.38,14.72,0.39,21111.64,16079.97,4902.98,126669849.25,96479825.24,J15,Wp-24-1,14.50,15.49,0.93,19155.61,8702.92,6076.02,114933657.24,52217495.89,0.77,0.54
3,Plate-4,J13,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,14.63,14.72,0.39,17303.02,16079.97,4902.98,103818106.48,96479825.24,J16,Wp-24-1,15.62,15.49,0.93,7827.29,8702.92,6076.02,46963738.67,52217495.89,0.77,0.54
3,Plate-4,J14,W-24-1,Water-24hr,Water-24hr,1,Water,Water,24hr,24.00,15.15,14.72,0.39,11381.83,16079.97,4902.98,68290989.41,96479825.24,J17,Wp-24-1,16.34,15.49,0.93,4396.29,8702.92,6076.02,26377763.62,52217495.89,0.77,0.54
3,Plate-4,K12,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,15.48,15.67,0.21,8783.18,7548.90,1239.43,52699052.09,45293381.31,K15,Wp-24-2,14.27,15.67,1.26,23006.79,7516.36,10773.71,138040739.65,45098138.35,0.01,1.00
3,Plate-4,K13,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,15.63,15.67,0.21,7754.93,7548.90,1239.43,46529579.24,45293381.31,K16,Wp-24-2,16.02,15.67,1.26,5688.52,7516.36,10773.71,34131103.88,45098138.35,0.01,1.00
3,Plate-4,K14,W-24-2,Water-24hr,Water-24hr,2,Water,Water,24hr,24.00,15.89,15.67,0.21,6315.70,7548.90,1239.43,37894173.25,45293381.31,K17,Wp-24-2,16.72,15.67,1.26,3244.65,7516.36,10773.71,19467912.49,45098138.35,0.01,1.00
3,Plate-4,L12,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,12.43,13.91,1.42,100395.04,30668.07,47765.79,602370246.27,184008428.78,L15,Wp-24-3,14.12,14.22,0.15,26019.91,23972.31,3851.08,156119457.21,143833881.00,0.31,0.78
3,Plate-4,L13,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,14.04,13.91,1.42,27684.35,30668.07,47765.79,166106073.31,184008428.78,L16,Wp-24-3,14.15,14.22,0.15,25357.92,23972.31,3851.08,152147530.80,143833881.00,0.31,0.78
3,Plate-4,L14,W-24-3,Water-24hr,Water-24hr,3,Water,Water,24hr,24.00,15.27,13.91,1.42,10377.98,30668.07,47765.79,62267901.39,184008428.78,L17,Wp-24-3,14.29,14.22,0.15,22617.65,23972.31,3851.08,135705894.18,143833881.00,0.31,0.78
3,Plate-4,K18,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,48.00,11.00,11.30,0.42,315560.16,248350.06,84927.37,1893360980.46,1490100338.15,K21,Wp-48-1,11.13,11.89,0.71,285080.35,154138.80,20264.04,1710482092.69,924832807.70,0.60,0.62
3,Plate-4,K19,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,48.00,11.60,11.30,0.42,195454.71,248350.06,84927.37,1172728268.82,1490100338.15,K22,Wp-48-1,12.04,11.89,0.71,137061.82,154138.80,20264.04,822370929.53,924832807.70,0.60,0.62
3,Plate-4,,W-48-1,Water-48hr,Water-48hr,1,Water,Water,48hr,,,,,,,,,,K23,Wp-48-1,12.52,11.89,0.71,93724.28,154138.80,20264.04,562345704.52,924832807.70,,
3,Plate-4,L18,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,12.52,12.89,0.34,93144.14,69425.73,19912.01,558864861.19,416554351.41,L21,Wp-48-2,13.04,13.12,0.22,61692.87,57662.03,9813.82,370157198.17,345972201.05,0.23,0.83
3,Plate-4,L19,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,13.20,12.89,0.34,54279.86,69425.73,19912.01,325679169.04,416554351.41,L22,Wp-48-2,12.96,13.12,0.22,65874.30,57662.03,9813.82,395245770.68,345972201.05,0.23,0.83
3,Plate-4,L20,W-48-2,Water-48hr,Water-48hr,2,Water,Water,48hr,48.00,12.95,12.89,0.34,66186.02,69425.73,19912.01,397116097.62,416554351.41,L23,Wp-48-2,13.37,13.12,0.22,47175.76,57662.03,9813.82,283054572.53,345972201.05,0.23,0.83
3,Plate-4,M18,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,12.93,12.97,0.04,67106.41,65131.88,1991.33,402638430.99,390791262.45,M21,Wp-48-3,13.62,13.58,0.07,38684.72,40141.72,2269.70,232108291.04,240850300.85,0.61,0.62
3,Plate-4,M19,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,12.97,12.97,0.04,65224.55,65131.88,1991.33,391347274.47,390791262.45,M22,Wp-48-3,13.61,13.58,0.07,39071.21,40141.72,2269.70,234427286.36,240850300.85,0.61,0.62
3,Plate-4,M20,W-48-3,Water-48hr,Water-48hr,3,Water,Water,48hr,48.00,13.01,12.97,0.04,63125.72,65131.88,1991.33,378754302.63,390791262.45,M23,Wp-48-3,13.50,13.58,0.07,42794.92,40141.72,2269.70,256769541.92,240850300.85,0.61,0.62
3,Plate-4,A6,W-B-1,Water-Baseline,Baseline,1,Water,Baseline,Baseline,-12.00,24.49,25.24,0.66,6.47,3.56,24.47,38812.07,21344.32,A9,Wp-B-1,25.97,26.06,0.98,1.98,1.85,20.47,11898.35,11103.72,0.82,0.52
3,Plate-4,A7,W-B-1,Water-Baseline,Baseline,1,Water,Baseline,Baseline,-12.00,25.48,25.24,0.66,2.94,3.56,24.47,17636.94,21344.32,A10,Wp-B-1,26.33,26.06,0.98,1.49,1.85,20.47,8953.88,11103.72,0.82,0.52
3,Plate-4,A8,W-B-1,Water-Baseline,Baseline,1,Water,Baseline,Baseline,-12.00,25.75,25.24,0.66,2.37,3.56,24.47,14205.52,21344.32,A11,Wp-B-1,26.88,26.06,0.98,0.96,1.85,20.47,5774.85,11103.72,0.82,0.52
3,Plate-4,B6,W-B-2,Water-Baseline,Baseline,2,Water,Baseline,Baseline,-12.00,24.48,25.28,0.75,6.56,3.44,26.23,39384.91,20636.72,B9,Wp-B-2,25.92,25.90,1.88,2.07,2.11,4.88,12410.53,12654.14,0.61,0.61
3,Plate-4,B7,W-B-2,Water-Baseline,Baseline,2,Water,Baseline,Baseline,-12.00,25.42,25.28,0.75,3.09,3.44,26.23,18529.51,20636.72,B10,Wp-B-2,27.77,25.90,1.88,0.47,2.11,4.88,2833.41,12654.14,0.61,0.61
3,Plate-4,B8,W-B-2,Water-Baseline,Baseline,2,Water,Baseline,Baseline,-12.00,25.96,25.28,0.75,2.01,3.44,26.23,12042.87,20636.72,B11,Wp-B-2,24.00,25.90,1.88,9.60,2.11,4.88,57623.33,12654.14,0.61,0.61
